time_s,voltage_V
-8.499999999999999526e-04,0.000000000000000000e+00
-8.489999999999999283e-04,0.000000000000000000e+00
-8.479999999999999040e-04,0.000000000000000000e+00
-8.469999999999999881e-04,0.000000000000000000e+00
-8.459999999999999638e-04,0.000000000000000000e+00
-8.449999999999999395e-04,0.000000000000000000e+00
-8.439999999999999152e-04,0.000000000000000000e+00
-8.429999999999999993e-04,0.000000000000000000e+00
-8.419999999999999750e-04,0.000000000000000000e+00
-8.409999999999999507e-04,0.000000000000000000e+00
-8.399999999999999264e-04,0.000000000000000000e+00
-8.389999999999999021e-04,0.000000000000000000e+00
-8.379999999999999862e-04,0.000000000000000000e+00
-8.369999999999999619e-04,0.000000000000000000e+00
-8.359999999999999376e-04,0.000000000000000000e+00
-8.349999999999999133e-04,0.000000000000000000e+00
-8.339999999999999974e-04,0.000000000000000000e+00
-8.329999999999999731e-04,0.000000000000000000e+00
-8.319999999999999488e-04,0.000000000000000000e+00
-8.309999999999999245e-04,0.000000000000000000e+00
-8.300000000000000086e-04,0.000000000000000000e+00
-8.289999999999999843e-04,0.000000000000000000e+00
-8.279999999999999600e-04,0.000000000000000000e+00
-8.269999999999999357e-04,0.000000000000000000e+00
-8.259999999999999114e-04,0.000000000000000000e+00
-8.249999999999999955e-04,0.000000000000000000e+00
-8.239999999999999712e-04,0.000000000000000000e+00
-8.229999999999999469e-04,0.000000000000000000e+00
-8.219999999999999226e-04,0.000000000000000000e+00
-8.209999999999998983e-04,0.000000000000000000e+00
-8.199999999999999824e-04,0.000000000000000000e+00
-8.189999999999999581e-04,0.000000000000000000e+00
-8.179999999999999338e-04,0.000000000000000000e+00
-8.169999999999999095e-04,0.000000000000000000e+00
-8.159999999999999936e-04,0.000000000000000000e+00
-8.149999999999999693e-04,0.000000000000000000e+00
-8.139999999999999450e-04,0.000000000000000000e+00
-8.129999999999999206e-04,0.000000000000000000e+00
-8.120000000000000048e-04,0.000000000000000000e+00
-8.109999999999999805e-04,0.000000000000000000e+00
-8.099999999999999561e-04,0.000000000000000000e+00
-8.089999999999999318e-04,0.000000000000000000e+00
-8.079999999999999075e-04,0.000000000000000000e+00
-8.069999999999999916e-04,0.000000000000000000e+00
-8.059999999999999673e-04,0.000000000000000000e+00
-8.049999999999999430e-04,0.000000000000000000e+00
-8.039999999999999187e-04,0.000000000000000000e+00
-8.030000000000000028e-04,0.000000000000000000e+00
-8.019999999999999785e-04,0.000000000000000000e+00
-8.009999999999999542e-04,0.000000000000000000e+00
-7.999999999999999299e-04,0.000000000000000000e+00
-7.989999999999999056e-04,0.000000000000000000e+00
-7.979999999999999897e-04,0.000000000000000000e+00
-7.969999999999999654e-04,0.000000000000000000e+00
-7.959999999999999411e-04,0.000000000000000000e+00
-7.949999999999999168e-04,0.000000000000000000e+00
-7.940000000000000009e-04,0.000000000000000000e+00
-7.929999999999999766e-04,0.000000000000000000e+00
-7.919999999999999523e-04,0.000000000000000000e+00
-7.909999999999999280e-04,0.000000000000000000e+00
-7.899999999999999037e-04,0.000000000000000000e+00
-7.889999999999999878e-04,0.000000000000000000e+00
-7.879999999999999635e-04,0.000000000000000000e+00
-7.869999999999999392e-04,0.000000000000000000e+00
-7.859999999999999149e-04,0.000000000000000000e+00
-7.849999999999999990e-04,0.000000000000000000e+00
-7.839999999999999747e-04,0.000000000000000000e+00
-7.829999999999999504e-04,0.000000000000000000e+00
-7.819999999999999261e-04,0.000000000000000000e+00
-7.810000000000000102e-04,0.000000000000000000e+00
-7.799999999999999859e-04,0.000000000000000000e+00
-7.789999999999999616e-04,0.000000000000000000e+00
-7.779999999999999373e-04,0.000000000000000000e+00
-7.769999999999999130e-04,0.000000000000000000e+00
-7.759999999999999971e-04,0.000000000000000000e+00
-7.749999999999999728e-04,0.000000000000000000e+00
-7.739999999999999485e-04,0.000000000000000000e+00
-7.729999999999999242e-04,0.000000000000000000e+00
-7.719999999999998998e-04,0.000000000000000000e+00
-7.709999999999999840e-04,0.000000000000000000e+00
-7.699999999999999597e-04,0.000000000000000000e+00
-7.689999999999999353e-04,0.000000000000000000e+00
-7.679999999999999110e-04,0.000000000000000000e+00
-7.669999999999999951e-04,0.000000000000000000e+00
-7.659999999999999708e-04,0.000000000000000000e+00
-7.649999999999999465e-04,0.000000000000000000e+00
-7.639999999999999222e-04,0.000000000000000000e+00
-7.630000000000000063e-04,0.000000000000000000e+00
-7.619999999999999820e-04,0.000000000000000000e+00
-7.609999999999999577e-04,0.000000000000000000e+00
-7.599999999999999334e-04,0.000000000000000000e+00
-7.589999999999999091e-04,0.000000000000000000e+00
-7.579999999999999932e-04,0.000000000000000000e+00
-7.569999999999999689e-04,0.000000000000000000e+00
-7.559999999999999446e-04,0.000000000000000000e+00
-7.549999999999999203e-04,0.000000000000000000e+00
-7.539999999999998960e-04,0.000000000000000000e+00
-7.529999999999999801e-04,0.000000000000000000e+00
-7.519999999999999558e-04,0.000000000000000000e+00
-7.509999999999999315e-04,0.000000000000000000e+00
-7.500000000000000156e-04,0.000000000000000000e+00
-7.489999999999999913e-04,0.000000000000000000e+00
-7.479999999999999670e-04,0.000000000000000000e+00
-7.469999999999999427e-04,0.000000000000000000e+00
-7.459999999999999184e-04,0.000000000000000000e+00
-7.450000000000000025e-04,0.000000000000000000e+00
-7.439999999999999782e-04,0.000000000000000000e+00
-7.429999999999999539e-04,0.000000000000000000e+00
-7.419999999999999296e-04,0.000000000000000000e+00
-7.409999999999999053e-04,0.000000000000000000e+00
-7.399999999999999894e-04,0.000000000000000000e+00
-7.389999999999999651e-04,0.000000000000000000e+00
-7.379999999999999408e-04,0.000000000000000000e+00
-7.369999999999999165e-04,0.000000000000000000e+00
-7.360000000000000006e-04,0.000000000000000000e+00
-7.349999999999999763e-04,0.000000000000000000e+00
-7.339999999999999520e-04,0.000000000000000000e+00
-7.329999999999999277e-04,0.000000000000000000e+00
-7.320000000000000118e-04,0.000000000000000000e+00
-7.309999999999999875e-04,0.000000000000000000e+00
-7.299999999999999632e-04,0.000000000000000000e+00
-7.289999999999999388e-04,0.000000000000000000e+00
-7.279999999999999145e-04,0.000000000000000000e+00
-7.269999999999999987e-04,0.000000000000000000e+00
-7.259999999999999743e-04,0.000000000000000000e+00
-7.249999999999999500e-04,0.000000000000000000e+00
-7.239999999999999257e-04,0.000000000000000000e+00
-7.229999999999999014e-04,0.000000000000000000e+00
-7.219999999999999855e-04,0.000000000000000000e+00
-7.209999999999999612e-04,0.000000000000000000e+00
-7.199999999999999369e-04,0.000000000000000000e+00
-7.190000000000000210e-04,0.000000000000000000e+00
-7.179999999999999967e-04,0.000000000000000000e+00
-7.169999999999999724e-04,0.000000000000000000e+00
-7.159999999999999481e-04,0.000000000000000000e+00
-7.149999999999999238e-04,0.000000000000000000e+00
-7.140000000000000079e-04,0.000000000000000000e+00
-7.129999999999999836e-04,0.000000000000000000e+00
-7.119999999999999593e-04,0.000000000000000000e+00
-7.109999999999999350e-04,0.000000000000000000e+00
-7.099999999999999107e-04,0.000000000000000000e+00
